scheme_code,date,nav,scheme_name,fund_house,category
119551,2019-05-06,143.0201,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-07,143.0787,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-08,143.1504,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-09,143.18,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-10,143.2079,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-13,143.3346,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-14,143.4783,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-15,143.5038,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-16,143.5546,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-17,143.6887,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-20,143.9976,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-21,144.0003,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-22,144.0646,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-23,144.3538,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-24,144.51,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-27,145.0011,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-28,145.1418,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-29,145.1587,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-30,145.1312,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-05-31,145.5041,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-03,145.7548,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-04,145.6843,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-06,146.0295,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-07,145.8035,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-10,145.5955,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-11,145.6404,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-12,145.775,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-13,145.8517,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-14,146.087,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-17,146.1223,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-18,146.4654,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-19,146.5025,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-20,146.6796,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-21,146.4745,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-24,146.4771,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-25,146.3663,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-26,146.2151,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-27,146.3061,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-06-28,146.3797,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-01,146.3903,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-02,146.4817,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-03,146.678,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-04,146.9134,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-05,147.2972,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-08,147.8277,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-09,147.8228,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-10,148.0034,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-11,148.2166,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-12,148.2944,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-15,148.5678,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-16,148.9102,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-17,148.8778,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-18,148.8109,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-19,148.8542,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-22,148.7174,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-23,148.6097,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-24,148.6858,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-25,148.3413,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-26,148.3704,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-29,148.7487,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-30,148.892,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-07-31,149.0512,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-01,149.0367,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-02,149.3724,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-05,149.2155,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-06,149.4147,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-07,149.5577,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-08,149.6843,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-09,149.4248,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-13,149.4511,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-14,149.0809,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-16,149.3311,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-19,149.373,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-20,149.4864,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-21,149.6765,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-22,149.8404,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-23,149.9347,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-26,150.2418,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-27,150.2496,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-28,150.1914,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-29,150.0625,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-08-30,150.1076,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-03,150.4088,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-04,150.4906,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-05,150.4076,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-06,150.3414,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-09,150.5778,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-11,150.4797,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-12,150.3828,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-13,150.4937,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-16,150.4476,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-17,150.3688,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-18,150.6191,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-19,150.6828,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-20,150.0993,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-23,150.1778,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-24,150.1503,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-25,150.1731,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-26,150.2039,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-27,150.2231,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-09-30,150.4539,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-01,150.5812,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-03,150.7936,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-04,150.7287,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-07,150.8064,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-09,150.861,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-10,150.8965,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-11,150.938,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-14,151.0676,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-15,151.1294,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-16,151.2289,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-17,151.266,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-18,151.4029,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-22,151.5632,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-23,151.6974,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-24,151.7896,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-25,151.8433,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-29,151.965,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-30,152.1072,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-10-31,152.3324,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-01,152.4285,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-04,152.4901,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-05,152.4692,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-06,152.4607,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-07,152.4911,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-08,152.3985,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-11,152.4214,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-13,152.5581,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-14,152.6957,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-15,152.7979,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-18,152.9316,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-19,152.9853,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-20,153.0708,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-21,153.0927,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-22,153.1436,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-25,153.296,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-26,153.3485,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-27,153.3903,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-28,153.4934,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-11-29,153.5381,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-02,153.6046,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-03,153.6259,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-04,153.7405,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-05,153.2483,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-06,153.1405,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-09,153.1183,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-10,153.0738,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-11,152.9832,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-12,152.9682,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-13,152.8576,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-16,152.9814,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-17,153.0346,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-18,153.1337,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-19,153.1526,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-20,153.4572,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-23,153.5537,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-24,153.5626,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-26,153.5576,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-27,153.6346,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-30,153.701,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2019-12-31,153.7054,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-01,153.8193,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-02,153.8742,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-03,154.0323,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-06,154.0036,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-07,154.0751,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-08,154.127,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-09,154.2202,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-10,154.1672,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-13,154.2362,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-14,154.1151,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-15,154.1889,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-16,154.2713,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-17,154.3249,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-20,154.4228,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-21,154.4776,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-22,154.5903,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-23,154.6714,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-24,154.749,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-27,154.8703,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-28,154.9202,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-29,154.8904,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-30,154.9146,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-01-31,154.9392,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-03,155.2432,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-04,155.3587,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-05,155.3768,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-06,155.9182,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-07,156.3627,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-10,156.5138,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-11,156.5581,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-12,156.5516,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-13,156.7233,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-14,156.828,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-17,157.0124,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-18,156.9444,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-20,156.9353,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-24,157.1105,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-25,157.0423,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-26,147.7681,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-27,147.6783,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-02-28,147.542,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-02,147.6198,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-03,147.6457,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-04,148.0648,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-05,148.039,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-06,148.22,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-09,148.1911,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-11,147.9299,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-12,147.1302,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-13,146.4248,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-16,146.3857,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-17,145.7796,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-18,145.1779,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-19,143.9765,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-20,144.6272,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-23,143.7194,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-24,143.8304,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-26,144.1796,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-27,147.851,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-30,147.6988,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-03-31,148.1709,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-03,147.8815,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-07,147.1769,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-08,146.4112,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-09,146.4196,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-13,146.5785,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-15,146.8633,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-16,147.1239,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-17,147.947,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-20,148.7201,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-21,149.0212,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-22,149.0793,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-23,149.5527,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-24,148.6647,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-27,148.6922,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-28,148.5148,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-29,148.549,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-04-30,148.6556,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-04,149.0855,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-05,149.4229,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-06,149.8549,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-08,150.1326,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-11,149.6699,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-12,149.9687,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-13,150.1633,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-14,150.5497,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-15,150.5483,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-18,150.7375,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-19,150.8998,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-20,151.0347,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-21,151.1568,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-22,151.835,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-26,151.9123,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-27,151.8831,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-28,151.8499,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-05-29,151.8458,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-06-01,151.7027,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-06-02,151.5887,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-06-03,151.7291,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-06-04,151.7144,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-06-05,151.7947,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-06-08,151.7545,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
119551,2020-06-09,151.8323,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
